"subject" "activities" "variable" "average"
17 "walk" "fBodyBodyGyroJerkMag-mean()" -0.609843656393443
17 "walk" "tBodyAcc-std()-X" -0.364413314754098
17 "walk" "tBodyAcc-std()-Y" -0.0811334841608197
17 "walk" "tBodyAcc-std()-Z" -0.311375419672131
17 "walk" "tGravityAcc-std()-X" -0.981759578852459
17 "walk" "tGravityAcc-std()-Y" -0.969286867377049
17 "walk" "tGravityAcc-std()-Z" -0.957974053442623
17 "walk" "tBodyAccJerk-std()-X" -0.398467813770492
17 "walk" "tBodyAccJerk-std()-Y" -0.15081412044918
17 "walk" "tBodyAccJerk-std()-Z" -0.565319918360656
17 "walk" "tBodyGyro-std()-X" -0.516570398196721
17 "walk" "tBodyGyro-std()-Y" -0.489795371311475
17 "walk" "tBodyGyro-std()-Z" -0.425611747868852
17 "walk" "tBodyGyroJerk-std()-X" -0.470213830655738
17 "walk" "tBodyGyroJerk-std()-Y" -0.588752237868852
17 "walk" "tBodyGyroJerk-std()-Z" -0.555256829344262
17 "walk" "tBodyAccMag-std()" -0.495045638688525
17 "walk" "tGravityAccMag-std()" -0.495045638688525
17 "walk" "tBodyAccJerkMag-std()" -0.323569766229508
17 "walk" "tBodyGyroMag-std()" -0.55253375557377
17 "walk" "tBodyGyroJerkMag-std()" -0.570251975245902
17 "walk" "fBodyAcc-std()-X" -0.349748201803279
17 "walk" "fBodyAcc-std()-Y" -0.117071981408197
17 "walk" "fBodyAcc-std()-Z" -0.307048048196721
17 "walk" "fBodyAccJerk-std()-X" -0.386672848196721
17 "walk" "fBodyAccJerk-std()-Y" -0.107138650472131
17 "walk" "fBodyAccJerk-std()-Z" -0.573944861147541
17 "walk" "fBodyGyro-std()-X" -0.540319907213115
17 "walk" "fBodyGyro-std()-Y" -0.47515027
17 "walk" "fBodyGyro-std()-Z" -0.474129636393443
17 "walk" "fBodyAccMag-std()" -0.592091347377049
17 "walk" "fBodyBodyAccJerkMag-std()" -0.260890203295082
17 "walk" "fBodyBodyGyroMag-std()" -0.638884895081967
17 "walk" "fBodyBodyGyroJerkMag-std()" -0.552698768852459
17 "walkdownstairs" "tBodyAcc-mean()-X" 0.29303319826087
17 "walkdownstairs" "tBodyAcc-mean()-Y" -0.0110674941086957
17 "walkdownstairs" "tBodyAcc-mean()-Z" -0.0929333463
17 "walkdownstairs" "tGravityAcc-mean()-X" 0.915997942391304
17 "walkdownstairs" "tGravityAcc-mean()-Y" -0.171289741586957
17 "walkdownstairs" "tGravityAcc-mean()-Z" -0.18638134326087
17 "walkdownstairs" "tBodyAccJerk-mean()-X" 0.0983199789369565
17 "walkdownstairs" "tBodyAccJerk-mean()-Y" 0.00720326620086956
17 "walkdownstairs" "tBodyAccJerk-mean()-Z" 0.00343121984782609
17 "walkdownstairs" "tBodyGyro-mean()-X" -0.041191711823913
17 "walkdownstairs" "tBodyGyro-mean()-Y" -0.069167581626087
17 "walkdownstairs" "tBodyGyro-mean()-Z" 0.0804022964130435
17 "walkdownstairs" "tBodyGyroJerk-mean()-X" -0.109011344065217
17 "walkdownstairs" "tBodyGyroJerk-mean()-Y" -0.0307144793093478
17 "walkdownstairs" "tBodyGyroJerk-mean()-Z" -0.0215723487434783
17 "walkdownstairs" "tBodyAccMag-mean()" 0.0849835041882609
17 "walkdownstairs" "tGravityAccMag-mean()" 0.0849835041882609
17 "walkdownstairs" "tBodyAccJerkMag-mean()" -0.261169573032609
17 "walkdownstairs" "tBodyGyroMag-mean()" -0.239068801568478
17 "walkdownstairs" "tBodyGyroJerkMag-mean()" -0.554239387391304
17 "walkdownstairs" "fBodyAcc-mean()-X" -0.0727756450152174
17 "walkdownstairs" "fBodyAcc-mean()-Y" -0.128961386997826
17 "walkdownstairs" "fBodyAcc-mean()-Z" -0.34007904873913
17 "walkdownstairs" "fBodyAccJerk-mean()-X" -0.263422791880435
17 "walkdownstairs" "fBodyAccJerk-mean()-Y" -0.349511185217391
17 "walkdownstairs" "fBodyAccJerk-mean()-Z" -0.52056396173913
17 "walkdownstairs" "fBodyGyro-mean()-X" -0.32792752275
17 "walkdownstairs" "fBodyGyro-mean()-Y" -0.467912004782609
17 "walkdownstairs" "fBodyGyro-mean()-Z" -0.384385122391304
17 "walkdownstairs" "fBodyAccMag-mean()" -0.0237041909934783
17 "walkdownstairs" "fBodyBodyAccJerkMag-mean()" -0.235521793228261
17 "walkdownstairs" "fBodyBodyGyroMag-mean()" -0.42409191826087
17 "walkdownstairs" "fBodyBodyGyroJerkMag-mean()" -0.593080986304348
17 "walkdownstairs" "tBodyAcc-std()-X" 0.0890549989086957
17 "walkdownstairs" "tBodyAcc-std()-Y" -0.0643493571884783
17 "walkdownstairs" "tBodyAcc-std()-Z" -0.238297175832609
17 "walkdownstairs" "tGravityAcc-std()-X" -0.954428320434783
17 "walkdownstairs" "tGravityAcc-std()-Y" -0.943628143043478
17 "walkdownstairs" "tGravityAcc-std()-Z" -0.907251218695652
17 "walkdownstairs" "tBodyAccJerk-std()-X" -0.170802465891304
17 "walkdownstairs" "tBodyAccJerk-std()-Y" -0.301473001630435
17 "walkdownstairs" "tBodyAccJerk-std()-Z" -0.554346926086957
17 "walkdownstairs" "tBodyGyro-std()-X" -0.376455710630435
17 "walkdownstairs" "tBodyGyro-std()-Y" -0.46479274173913
17 "walkdownstairs" "tBodyGyro-std()-Z" -0.429885765869565
17 "walkdownstairs" "tBodyGyroJerk-std()-X" -0.532141878913043
17 "walkdownstairs" "tBodyGyroJerk-std()-Y" -0.58843284326087
17 "walkdownstairs" "tBodyGyroJerk-std()-Z" -0.550512888478261
17 "walkdownstairs" "tBodyAccMag-std()" -0.00625845861521739
17 "walkdownstairs" "tGravityAccMag-std()" -0.00625845861521739
17 "walkdownstairs" "tBodyAccJerkMag-std()" -0.25046886631087
17 "walkdownstairs" "tBodyGyroMag-std()" -0.371731285652174
17 "walkdownstairs" "tBodyGyroJerkMag-std()" -0.600906128043478
17 "walkdownstairs" "fBodyAcc-std()-X" 0.144853401454348
17 "walkdownstairs" "fBodyAcc-std()-Y" -0.0912582567673913
17 "walkdownstairs" "fBodyAcc-std()-Z" -0.245029157326087
17 "walkdownstairs" "fBodyAccJerk-std()-X" -0.151113306658696
17 "walkdownstairs" "fBodyAccJerk-std()-Y" -0.295640941021739
17 "walkdownstairs" "fBodyAccJerk-std()-Z" -0.586942720652174
17 "walkdownstairs" "fBodyGyro-std()-X" -0.397699201530435
17 "walkdownstairs" "fBodyGyro-std()-Y" -0.468051862391304
17 "walkdownstairs" "fBodyGyro-std()-Z" -0.499027464130435
17 "walkdownstairs" "fBodyAccMag-std()" -0.1521645793
17 "walkdownstairs" "fBodyBodyAccJerkMag-std()" -0.276137357034783
17 "walkdownstairs" "fBodyBodyGyroMag-std()" -0.447868748695652
17 "walkdownstairs" "fBodyBodyGyroJerkMag-std()" -0.642267466304348
17 "walkupstairs" "tBodyAcc-mean()-X" 0.254932731708333
17 "walkupstairs" "tBodyAcc-mean()-Y" -0.0303894050141667
17 "walkupstairs" "tBodyAcc-mean()-Z" -0.119775514791667
17 "walkupstairs" "tGravityAcc-mean()-X" 0.869186247708333
17 "walkupstairs" "tGravityAcc-mean()-Y" -0.261132997083333
17 "walkupstairs" "tGravityAcc-mean()-Z" -0.269401423520833
17 "walkupstairs" "tBodyAccJerk-mean()-X" 0.0934189875270833
17 "walkupstairs" "tBodyAccJerk-mean()-Y" 0.0159526664979167
17 "walkupstairs" "tBodyAccJerk-mean()-Z" 6.7213569375002e-05
17 "walkupstairs" "tBodyGyro-mean()-X" 0.0732818002354167
17 "walkupstairs" "tBodyGyro-mean()-Y" -0.103154693989125
17 "walkupstairs" "tBodyGyro-mean()-Z" -0.0155541946854167
17 "walkupstairs" "tBodyGyroJerk-mean()-X" -0.15317586561875
17 "walkupstairs" "tBodyGyroJerk-mean()-Y" -0.03421374858
17 "walkupstairs" "tBodyGyroJerk-mean()-Z" -0.0626696603077083
17 "walkupstairs" "tBodyAccMag-mean()" 0.0280691266208333
17 "walkupstairs" "tGravityAccMag-mean()" 0.0280691266208333
17 "walkupstairs" "tBodyAccJerkMag-mean()" -0.322288146104167
17 "walkupstairs" "tBodyGyroMag-mean()" -0.2319257443
17 "walkupstairs" "tBodyGyroJerkMag-mean()" -0.619736206875
17 "walkupstairs" "fBodyAcc-mean()-X" -0.107630788638125
17 "walkupstairs" "fBodyAcc-mean()-Y" -0.1093820440375
17 "walkupstairs" "fBodyAcc-mean()-Z" -0.382920591041667
17 "walkupstairs" "fBodyAccJerk-mean()-X" -0.32359399625
17 "walkupstairs" "fBodyAccJerk-mean()-Y" -0.363086626041667
17 "walkupstairs" "fBodyAccJerk-mean()-Z" -0.609214770625
17 "walkupstairs" "fBodyGyro-mean()-X" -0.398251884958333
17 "walkupstairs" "fBodyGyro-mean()-Y" -0.509850788125
17 "walkupstairs" "fBodyGyro-mean()-Z" -0.345963731666667
17 "walkupstairs" "fBodyAccMag-mean()" -0.105713010310417
17 "walkupstairs" "fBodyBodyAccJerkMag-mean()" -0.318748407520833
17 "walkupstairs" "fBodyBodyGyroMag-mean()" -0.491740726666667
17 "walkupstairs" "fBodyBodyGyroJerkMag-mean()" -0.650451958125
17 "walkupstairs" "tBodyAcc-std()-X" -0.004277452463125
17 "walkupstairs" "tBodyAcc-std()-Y" -0.00526413843125
17 "walkupstairs" "tBodyAcc-std()-Z" -0.22877813015625
17 "walkupstairs" "tGravityAcc-std()-X" -0.947033931666667
17 "walkupstairs" "tGravityAcc-std()-Y" -0.920390340416667
17 "walkupstairs" "tGravityAcc-std()-Z" -0.9240367475
17 "walkupstairs" "tBodyAccJerk-std()-X" -0.2441669255
17 "walkupstairs" "tBodyAccJerk-std()-Y" -0.333400897541667
17 "walkupstairs" "tBodyAccJerk-std()-Z" -0.63599199375
17 "walkupstairs" "tBodyGyro-std()-X" -0.480802183145833
17 "walkupstairs" "tBodyGyro-std()-Y" -0.487734450208333
17 "walkupstairs" "tBodyGyro-std()-Z" -0.27580811863125
17 "walkupstairs" "tBodyGyroJerk-std()-X" -0.587458400625
17 "walkupstairs" "tBodyGyroJerk-std()-Y" -0.656723723333333
17 "walkupstairs" "tBodyGyroJerk-std()-Z" -0.601851802916667
17 "walkupstairs" "tBodyAccMag-std()" -0.0531801137208333
17 "walkupstairs" "tGravityAccMag-std()" -0.0531801137208333
17 "walkupstairs" "tBodyAccJerkMag-std()" -0.349551075583333
17 "walkupstairs" "tBodyGyroMag-std()" -0.428596510125
17 "walkupstairs" "tBodyGyroJerkMag-std()" -0.663716414583333
17 "walkupstairs" "fBodyAcc-std()-X" 0.0317624755479167
17 "walkupstairs" "fBodyAcc-std()-Y" -0.0182594861083333
17 "walkupstairs" "fBodyAcc-std()-Z" -0.210807338316667
17 "walkupstairs" "fBodyAccJerk-std()-X" -0.231738280791667
17 "walkupstairs" "fBodyAccJerk-std()-Y" -0.347339802
17 "walkupstairs" "fBodyAccJerk-std()-Z" -0.661481578333333
17 "walkupstairs" "fBodyGyro-std()-X" -0.509337106479167
17 "walkupstairs" "fBodyGyro-std()-Y" -0.479560518125
17 "walkupstairs" "fBodyGyro-std()-Z" -0.322367155020833
17 "walkupstairs" "fBodyAccMag-std()" -0.1731475780625
17 "walkupstairs" "fBodyBodyAccJerkMag-std()" -0.396965332291667
17 "walkupstairs" "fBodyBodyGyroMag-std()" -0.486535062708333
17 "walkupstairs" "fBodyBodyGyroJerkMag-std()" -0.706748227708333
18 "lay" "tBodyAcc-mean()-X" 0.274584649230769
18 "lay" "tBodyAcc-mean()-Y" -0.0173940666307692
18 "lay" "tBodyAcc-mean()-Z" -0.107718406061538
18 "lay" "tGravityAcc-mean()-X" -0.185441987692308
18 "lay" "tGravityAcc-mean()-Y" 0.697702303030769
18 "lay" "tGravityAcc-mean()-Z" 0.589826111692308
18 "lay" "tBodyAccJerk-mean()-X" 0.0749568401538462
18 "lay" "tBodyAccJerk-mean()-Y" 0.0117299499261538
18 "lay" "tBodyAccJerk-mean()-Z" -0.00100300238507692
18 "lay" "tBodyGyro-mean()-X" -0.0252179925723077
18 "lay" "tBodyGyro-mean()-Y" -0.0836931007846154
18 "lay" "tBodyGyro-mean()-Z" 0.0937810067230769
18 "lay" "tBodyGyroJerk-mean()-X" -0.0997346945230769
18 "lay" "tBodyGyroJerk-mean()-Y" -0.0392492756461538
18 "lay" "tBodyGyroJerk-mean()-Z" -0.0593894291384615
18 "lay" "tBodyAccMag-mean()" -0.986745092769231
18 "lay" "tGravityAccMag-mean()" -0.986745092769231
18 "lay" "tBodyAccJerkMag-mean()" -0.988506461384615
18 "lay" "tBodyGyroMag-mean()" -0.98100954
18 "lay" "tBodyGyroJerkMag-mean()" -0.993281726769231
18 "lay" "fBodyAcc-mean()-X" -0.985590524769231
18 "lay" "fBodyAcc-mean()-Y" -0.98495821
18 "lay" "fBodyAcc-mean()-Z" -0.988633810307692
18 "lay" "fBodyAccJerk-mean()-X" -0.986840678769231
18 "lay" "fBodyAccJerk-mean()-Y" -0.985941798769231
18 "lay" "fBodyAccJerk-mean()-Z" -0.989082326615385
18 "lay" "fBodyGyro-mean()-X" -0.992552287230769
18 "lay" "fBodyGyro-mean()-Y" -0.986006422769231
18 "lay" "fBodyGyro-mean()-Z" -0.985314633692308
18 "lay" "fBodyAccMag-mean()" -0.987025025230769
18 "lay" "fBodyBodyAccJerkMag-mean()" -0.988746652769231
18 "lay" "fBodyBodyGyroMag-mean()" -0.984794511384615
18 "lay" "fBodyBodyGyroJerkMag-mean()" -0.992182684615385
18 "lay" "tBodyAcc-std()-X" -0.985010548461538
18 "lay" "tBodyAcc-std()-Y" -0.986208506
18 "lay" "tBodyAcc-std()-Z" -0.987747814153846
18 "lay" "tGravityAcc-std()-X" -0.983073686
18 "lay" "tGravityAcc-std()-Y" -0.994071168923077
18 "lay" "tGravityAcc-std()-Z" -0.991085200307692
18 "lay" "tBodyAccJerk-std()-X" -0.986343454615385
18 "lay" "tBodyAccJerk-std()-Y" -0.985655330615385
18 "lay" "tBodyAccJerk-std()-Z" -0.990631933538462
18 "lay" "tBodyGyro-std()-X" -0.993026413692308
18 "lay" "tBodyGyro-std()-Y" -0.984634699538461
18 "lay" "tBodyGyro-std()-Z" -0.985387963384615
18 "lay" "tBodyGyroJerk-std()-X" -0.996121962923077
18 "lay" "tBodyGyroJerk-std()-Y" -0.990812364461538
18 "lay" "tBodyGyroJerk-std()-Z" -0.992833570615385
18 "lay" "tBodyAccMag-std()" -0.986703004
18 "lay" "tGravityAccMag-std()" -0.986703004
18 "lay" "tBodyAccJerkMag-std()" -0.989728825230769
18 "lay" "tBodyGyroMag-std()" -0.981110996307692
18 "lay" "tBodyGyroJerkMag-std()" -0.992442397538462
18 "lay" "fBodyAcc-std()-X" -0.984831706307692
18 "lay" "fBodyAcc-std()-Y" -0.986792637384615
18 "lay" "fBodyAcc-std()-Z" -0.987341719538462
18 "lay" "fBodyAccJerk-std()-X" -0.987007853076923
18 "lay" "fBodyAccJerk-std()-Y" -0.986337853384615
18 "lay" "fBodyAccJerk-std()-Z" -0.990722913076923
18 "lay" "fBodyGyro-std()-X" -0.993182058153846
18 "lay" "fBodyGyro-std()-Y" -0.983903839384615
18 "lay" "fBodyGyro-std()-Z" -0.986723492153846
18 "lay" "fBodyAccMag-std()" -0.987856549692308
18 "lay" "fBodyBodyAccJerkMag-std()" -0.989923658923077
18 "lay" "fBodyBodyGyroMag-std()" -0.981976126461538
18 "lay" "fBodyBodyGyroJerkMag-std()" -0.993021852769231
18 "sit" "tBodyAcc-mean()-X" 0.277273804561403
18 "sit" "tBodyAcc-mean()-Y" -0.0128245262017544
18 "sit" "tBodyAcc-mean()-Z" -0.111891679508772
18 "sit" "tGravityAcc-mean()-X" 0.909181711403509
18 "sit" "tGravityAcc-mean()-Y" 0.121671710842105
18 "sit" "tGravityAcc-mean()-Z" 0.156209176105263
18 "sit" "tBodyAccJerk-mean()-X" 0.0766828426666667
18 "sit" "tBodyAccJerk-mean()-Y" 0.00667997747561404
18 "sit" "tBodyAccJerk-mean()-Z" 0.00229252072233684
18 "sit" "tBodyGyro-mean()-X" -0.0333894605789474
18 "sit" "tBodyGyro-mean()-Y" -0.0687147296894737
18 "sit" "tBodyGyro-mean()-Z" 0.0848417855614035
18 "sit" "tBodyGyroJerk-mean()-X" -0.0959586871754386
18 "sit" "tBodyGyroJerk-mean()-Y" -0.0397717124824561
18 "sit" "tBodyGyroJerk-mean()-Z" -0.0522654506017544
18 "sit" "tBodyAccMag-mean()" -0.983577674912281
18 "sit" "tGravityAccMag-mean()" -0.983577674912281
18 "sit" "tBodyAccJerkMag-mean()" -0.989861725263158
18 "sit" "tBodyGyroMag-mean()" -0.977554556315789
18 "sit" "tBodyGyroJerkMag-mean()" -0.994835539649123
18 "sit" "fBodyAcc-mean()-X" -0.993130040526316
18 "sit" "fBodyAcc-mean()-Y" -0.97646514877193
18 "sit" "fBodyAcc-mean()-Z" -0.982844884035088
18 "sit" "fBodyAccJerk-mean()-X" -0.991957439298246
18 "sit" "fBodyAccJerk-mean()-Y" -0.983613075964912
18 "sit" "fBodyAccJerk-mean()-Z" -0.988678125789474
18 "sit" "fBodyGyro-mean()-X" -0.989631638596491
18 "sit" "fBodyGyro-mean()-Y" -0.988742252631579
18 "sit" "fBodyGyro-mean()-Z" -0.982892342631579
18 "sit" "fBodyAccMag-mean()" -0.984724192105263
18 "sit" "fBodyBodyAccJerkMag-mean()" -0.990461406491228
18 "sit" "fBodyBodyGyroMag-mean()" -0.986296658947368
18 "sit" "fBodyBodyGyroJerkMag-mean()" -0.994780547368421
18 "sit" "tBodyAcc-std()-X" -0.994332998596491
18 "sit" "tBodyAcc-std()-Y" -0.974810297368421
18 "sit" "tBodyAcc-std()-Z" -0.97740985245614
18 "sit" "tGravityAcc-std()-X" -0.993951947368421
18 "sit" "tGravityAcc-std()-Y" -0.983896721052632
18 "sit" "tGravityAcc-std()-Z" -0.977961155087719
18 "sit" "tBodyAccJerk-std()-X" -0.991683680701754
18 "sit" "tBodyAccJerk-std()-Y" -0.983976585087719
18 "sit" "tBodyAccJerk-std()-Z" -0.990136703859649
18 "sit" "tBodyGyro-std()-X" -0.991775506491228
18 "sit" "tBodyGyro-std()-Y" -0.986804014035088
18 "sit" "tBodyGyro-std()-Z" -0.981399270350877
18 "sit" "tBodyGyroJerk-std()-X" -0.994113155438596
18 "sit" "tBodyGyroJerk-std()-Y" -0.994241814561403
18 "sit" "tBodyGyroJerk-std()-Z" -0.992686382982456
18 "sit" "tBodyAccMag-std()" -0.981512245087719
18 "sit" "tGravityAccMag-std()" -0.981512245087719
18 "sit" "tBodyAccJerkMag-std()" -0.991194814561404
18 "sit" "tBodyGyroMag-std()" -0.981150879298246
18 "sit" "tBodyGyroJerkMag-std()" -0.994842713859649
18 "sit" "fBodyAcc-std()-X" -0.994891117894737
18 "sit" "fBodyAcc-std()-Y" -0.974840338596491
18 "sit" "fBodyAcc-std()-Z" -0.975559915087719
18 "sit" "fBodyAccJerk-std()-X" -0.992127958596491
18 "sit" "fBodyAccJerk-std()-Y" -0.985674184736842
18 "sit" "fBodyAccJerk-std()-Z" -0.990121792807018
18 "sit" "fBodyGyro-std()-X" -0.992448874210526
18 "sit" "fBodyGyro-std()-Y" -0.985765041578947
18 "sit" "fBodyGyro-std()-Z" -0.982684732631579
18 "sit" "fBodyAccMag-std()" -0.982131531403509
18 "sit" "fBodyBodyAccJerkMag-std()" -0.991039129473684
18 "sit" "fBodyBodyGyroMag-std()" -0.981082250350877
18 "sit" "fBodyBodyGyroJerkMag-std()" -0.994944889473684
18 "stand" "tBodyAcc-mean()-X" 0.278776130684932
18 "stand" "tBodyAcc-mean()-Y" -0.0164167150753425
18 "stand" "tBodyAcc-mean()-Z" -0.108769029643836
18 "stand" "tGravityAcc-mean()-X" 0.946285292191781
18 "stand" "tGravityAcc-mean()-Y" -0.207769947945205
18 "stand" "tGravityAcc-mean()-Z" -0.0454711249041096
18 "stand" "tBodyAccJerk-mean()-X" 0.0688007699178082
18 "stand" "tBodyAccJerk-mean()-Y" 0.0110228471006164
18 "stand" "tBodyAccJerk-mean()-Z" -0.000585625726575342
18 "stand" "tBodyGyro-mean()-X" -0.0353294245821918
18 "stand" "tBodyGyro-mean()-Y" -0.0644005926164384
18 "stand" "tBodyGyro-mean()-Z" 0.084610862109589
18 "stand" "tBodyGyroJerk-mean()-X" -0.0959522863432877
18 "stand" "tBodyGyroJerk-mean()-Y" -0.0410780307945205
18 "stand" "tBodyGyroJerk-mean()-Z" -0.060502435630137
18 "stand" "tBodyAccMag-mean()" -0.949946340465753
18 "stand" "tGravityAccMag-mean()" -0.949946340465753
18 "stand" "tBodyAccJerkMag-mean()" -0.972256324246575
18 "stand" "tBodyGyroMag-mean()" -0.944653052054795
18 "stand" "tBodyGyroJerkMag-mean()" -0.981122068767123
18 "stand" "fBodyAcc-mean()-X" -0.972474759178082
18 "stand" "fBodyAcc-mean()-Y" -0.937702968630137
18 "stand" "fBodyAcc-mean()-Z" -0.964954805205479
18 "stand" "fBodyAccJerk-mean()-X" -0.975060805616438
18 "stand" "fBodyAccJerk-mean()-Y" -0.958540828630137
18 "stand" "fBodyAccJerk-mean()-Z" -0.979558429041096
18 "stand" "fBodyGyro-mean()-X" -0.954384197671233
18 "stand" "fBodyGyro-mean()-Y" -0.974430002465753
18 "stand" "fBodyGyro-mean()-Z" -0.955760260876712
18 "stand" "fBodyAccMag-mean()" -0.958232532191781
18 "stand" "fBodyBodyAccJerkMag-mean()" -0.968978976575342
18 "stand" "fBodyBodyGyroMag-mean()" -0.961976868630137
18 "stand" "fBodyBodyGyroJerkMag-mean()" -0.982563858767123
18 "stand" "tBodyAcc-std()-X" -0.972076600684932
18 "stand" "tBodyAcc-std()-Y" -0.92658619260274
18 "stand" "tBodyAcc-std()-Z" -0.945734421369863
18 "stand" "tGravityAcc-std()-X" -0.993767671369863
18 "stand" "tGravityAcc-std()-Y" -0.980207800136986
18 "stand" "tGravityAcc-std()-Z" -0.975002844109589
18 "stand" "tBodyAccJerk-std()-X" -0.975208150821918
18 "stand" "tBodyAccJerk-std()-Y" -0.957178489178082
18 "stand" "tBodyAccJerk-std()-Z" -0.982096564109589
18 "stand" "tBodyGyro-std()-X" -0.954671336712329
18 "stand" "tBodyGyro-std()-Y" -0.965296205753425
18 "stand" "tBodyGyro-std()-Z" -0.954208049821918
18 "stand" "tBodyGyroJerk-std()-X" -0.972957521506849
18 "stand" "tBodyGyroJerk-std()-Y" -0.986312133013699
18 "stand" "tBodyGyroJerk-std()-Z" -0.973849281780822
18 "stand" "tBodyAccMag-std()" -0.95263414260274
18 "stand" "tGravityAccMag-std()" -0.95263414260274
18 "stand" "tBodyAccJerkMag-std()" -0.970723563287671
18 "stand" "tBodyGyroMag-std()" -0.94700772109589
18 "stand" "tBodyGyroJerkMag-std()" -0.982249653972603
18 "stand" "fBodyAcc-std()-X" -0.972109687945205
18 "stand" "fBodyAcc-std()-Y" -0.925058960821918
18 "stand" "fBodyAcc-std()-Z" -0.939872348219178
18 "stand" "fBodyAccJerk-std()-X" -0.977677265205479
18 "stand" "fBodyAccJerk-std()-Y" -0.958822444534247
18 "stand" "fBodyAccJerk-std()-Z" -0.983250913835616
18 "stand" "fBodyGyro-std()-X" -0.955479863835616
18 "stand" "fBodyGyro-std()-Y" -0.961072456027397
18 "stand" "fBodyGyro-std()-Z" -0.957885826986301
18 "stand" "fBodyAccMag-std()" -0.956099474383562
18 "stand" "fBodyBodyAccJerkMag-std()" -0.972041173424658
18 "stand" "fBodyBodyGyroMag-std()" -0.946962224520548
18 "stand" "fBodyBodyGyroJerkMag-std()" -0.982768056027397
18 "walk" "tBodyAcc-mean()-X" 0.274789226964286
18 "walk" "tBodyAcc-mean()-Y" -0.0177721565973214
18 "walk" "tBodyAcc-mean()-Z" -0.104702963321429
18 "walk" "tGravityAcc-mean()-X" 0.884383235
18 "walk" "tGravityAcc-mean()-Y" -0.219334445357143
18 "walk" "tGravityAcc-mean()-Z" -0.0376200178392857
18 "walk" "tBodyAccJerk-mean()-X" 0.0700012161964286
18 "walk" "tBodyAccJerk-mean()-Y" 0.0214563097785714
18 "walk" "tBodyAccJerk-mean()-Z" 0.0110697364803571
18 "walk" "tBodyGyro-mean()-X" -0.0402604890705357
18 "walk" "tBodyGyro-mean()-Y" -0.0613645906010714
18 "walk" "tBodyGyro-mean()-Z" 0.0937236388910714
18 "walk" "tBodyGyroJerk-mean()-X" -0.0969662455642857
18 "walk" "tBodyGyroJerk-mean()-Y" -0.0481203065517857
18 "walk" "tBodyGyroJerk-mean()-Z" -0.0513097493353571
18 "walk" "tBodyAccMag-mean()" -0.311754684107143
18 "walk" "tGravityAccMag-mean()" -0.311754684107143
18 "walk" "tBodyAccJerkMag-mean()" -0.401123775178571
18 "walk" "tBodyGyroMag-mean()" -0.517321292321429
18 "walk" "tBodyGyroJerkMag-mean()" -0.649003045357143
18 "walk" "fBodyAcc-mean()-X" -0.392854802321429
18 "walk" "fBodyAcc-mean()-Y" -0.269561013035714
18 "walk" "fBodyAcc-mean()-Z" -0.5076554825
18 "walk" "fBodyAccJerk-mean()-X" -0.434912885535714
18 "walk" "fBodyAccJerk-mean()-Y" -0.383674864642857
18 "walk" "fBodyAccJerk-mean()-Z" -0.616443910892857
18 "walk" "fBodyGyro-mean()-X" -0.622829606964286
18 "walk" "fBodyGyro-mean()-Y" -0.586292678928571
18 "walk" "fBodyGyro-mean()-Z" -0.5532013725
18 "walk" "fBodyAccMag-mean()" -0.4458495075
18 "walk" "fBodyBodyAccJerkMag-mean()" -0.433015870357143
18 "walk" "fBodyBodyGyroMag-mean()" -0.633428408571429
18 "walk" "fBodyBodyGyroJerkMag-mean()" -0.721020316607143
18 "walk" "tBodyAcc-std()-X" -0.396308662857143
18 "walk" "tBodyAcc-std()-Y" -0.254240733285714
18 "walk" "tBodyAcc-std()-Z" -0.448016721964286
18 "walk" "tGravityAcc-std()-X" -0.983298007678571
18 "walk" "tGravityAcc-std()-Y" -0.975878983928571
18 "walk" "tGravityAcc-std()-Z" -0.972874563035714
18 "walk" "tBodyAccJerk-std()-X" -0.388647599464286
18 "walk" "tBodyAccJerk-std()-Y" -0.345255121785714
18 "walk" "tBodyAccJerk-std()-Z" -0.647116114642857
18 "walk" "tBodyGyro-std()-X" -0.71450481125
18 "walk" "tBodyGyro-std()-Y" -0.513377013571429
18 "walk" "tBodyGyro-std()-Z" -0.52781592625
18 "walk" "tBodyGyroJerk-std()-X" -0.593370732321429
18 "walk" "tBodyGyroJerk-std()-Y" -0.705320688928571
18 "walk" "tBodyGyroJerk-std()-Z" -0.674537866607143
18 "walk" "tBodyAccMag-std()" -0.479012224464286
18 "walk" "tGravityAccMag-std()" -0.479012224464286
18 "walk" "tBodyAccJerkMag-std()" -0.445033905357143
18 "walk" "tBodyGyroMag-std()" -0.62144655375
18 "walk" "tBodyGyroJerkMag-std()" -0.736730995357143
18 "walk" "fBodyAcc-std()-X" -0.397940679107143
18 "walk" "fBodyAcc-std()-Y" -0.293415523035714
18 "walk" "fBodyAcc-std()-Z" -0.458926611964286
18 "walk" "fBodyAccJerk-std()-X" -0.395207906607143
18 "walk" "fBodyAccJerk-std()-Y" -0.347268719464286
18 "walk" "fBodyAccJerk-std()-Z" -0.67660051
18 "walk" "fBodyGyro-std()-X" -0.7439846625
18 "walk" "fBodyGyro-std()-Y" -0.478552721071429
18 "walk" "fBodyGyro-std()-Z" -0.563682610178571
18 "walk" "fBodyAccMag-std()" -0.579507698214286
18 "walk" "fBodyBodyAccJerkMag-std()" -0.464680848571429
18 "walk" "fBodyBodyGyroMag-std()" -0.679426986785714
